"location","city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Marseille,  France","Marseille"," France","Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, Metropolitan France, 13000, France","43.2961743","5.3699525","0.0","0.0","0","23"
"Nice,  France","Nice"," France","Nice, Maritime Alps, Provence-Alpes-Côte d'Azur, Metropolitan France, France","43.7009358","7.2683912","9.544","319.202","0","1"
"Grenoble,  France","Grenoble"," France","Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France","45.1875602","5.7357819","12.697","424.643","0","1"
"Yverdon-les-Bains,  Switzerland","Yverdon-les-Bains"," Switzerland","Yverdon-les-Bains, District du Jura-Nord vaudois, Vaud, Switzerland","46.7785711","6.6409158","23.913","799.761","0","1"
"Lyon,  France","Lyon"," France","Lyon, Métropole de Lyon, Departemental constituency of Rhône, Auvergne-Rhône-Alpes, Metropolitan France, France","45.7578137","4.8320114","49.698","1662.133","0","3"
"Châtillon,  France","Châtillon"," France","Châtillon, Lons-le-Saunier, Jura, Bourgogne-Franche-Comté, Metropolitan France, 39130, France","46.6591772","5.7302769","89.705","3000.165","0","4"
"Rome,  Italy","Rome"," Italy","Rome, Roma Capitale, Lazio, Italy","41.8933203","12.4829321","292.55","1205.135","1","0"
"Vienna,  Austria","Vienna"," Austria","Vienna, Austria","48.2083537","16.3725042","440.048","2023.934","1","0"
"Liège,  Belgium","Liège"," Belgium","Liège, Wallonia, 4000, Belgium","50.6451381","5.5734203","749.157","3269.254","2","0"
"Padua,  Italy","Padua"," Italy","Padua, Padova, Veneto, Italy","45.4077172","11.8734455","837.673","3406.09","3","0"
"Meudon,  France","Meudon"," France","Meudon, Boulogne-Billancourt, Hauts-de-Seine, Ile-de-France, Metropolitan France, France","48.8126688","2.2385432","942.474","3954.814","3","0"
"Heidelberg,  Germany","Heidelberg"," Germany","Heidelberg, Baden-Württemberg, Germany","49.4093582","8.694724","1018.962","4355.296","3","0"
"Oxford,  United Kingdom","Oxford"," United Kingdom","Oxford, Oxfordshire, South East England, England, United Kingdom","51.7520131","-1.2578499","1355.653","6376.753","3","0"
"Groningen,  Netherlands","Groningen"," Netherlands","Groningen, Netherlands","53.2190652","6.5680077","1386.463","6641.359","3","0"
"Garching bei München,  Germany","Garching bei München"," Germany","Garching bei München, Landkreis München, Bavaria, 85748, Germany","48.2513878","11.6509662","1715.604","7349.587","5","0"
"Safford,  United States","Safford"," United States","Safford, Graham County, Arizona, United States","32.8339546","-109.70758","3031.066","18576.952","1","0"
"University of California,  United States","University of California"," United States","University of California, Berkeley, Derby Street, Claremont, Berkeley, Alameda County, California, 94720-1076, United States","37.8753497","-122.23963364918777","3118.213","19117.087","1","0"
"Canberra,  Australia","Canberra"," Australia","Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia","-35.2975906","149.1012676","5454.22","33595.699","1","0"
"Hilo,  United States","Hilo"," United States","Hilo, Hawaiʻi County, Hawaii, United States","19.7073734","-155.0815803","8283.224","50920.264","2","0"
